# 气象站 星沙街道, 中国, WMO_ID=57687，选择从 06.06.2022 至 02.06.2023, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=57687&lang=cn
#
"当地时间 星沙街道";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.05.2023 05:00";"15.9";"748.1";"758.8";"-0.5";"96";"从西北偏西方向吹来的风";"1";"";"7";"";"薄雾 ";"";"";"15.1";"19.6";"";"";"2500或更高，或无云。";"";"";"3.4";"15.3";"0.1";"12";"地表潮湿";"";"";"";
"24.05.2023 02:00";"16.3";"748.6";"759.3";"-0.9";"97";"从西方吹来的风";"1";"";"7";"";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"15.0";"19.6";"";"";"2500或更高，或无云。";"";"";"2.1";"15.8";"0.9";"12";"地表潮湿";"";"";"";
"23.05.2023 23:00";"16.7";"749.5";"760.2";"0.3";"96";"从西北方吹来的风";"2";"";"7";"";"薄雾 ";"";"";"15.0";"19.6";"";"";"2500或更高，或无云。";"";"";"3.5";"16.1";"2.0";"12";"地表潮湿";"";"";"";
"23.05.2023 20:00";"17.2";"749.2";"759.8";"0.6";"92";"从西北偏北方向吹来的风";"3";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.0";"19.6";"";"";"2500或更高，或无云。";"";"";"9.0";"15.9";"2.0";"12";"地表潮湿";"";"";"";
"23.05.2023 17:00";"19.5";"748.6";"759.2";"-1.1";"78";"从南方吹来的风";"0";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.0";"19.6";"";"";"2500或更高，或无云。";"";"";"21.0";"15.6";"2.0";"12";"地表潮湿";"";"";"";
"23.05.2023 14:00";"18.1";"749.7";"760.3";"-1.3";"89";"从南方吹来的风";"1";"";"4";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.0";"19.3";"";"";"2500或更高，或无云。";"";"";"7.0";"16.3";"1.0";"12";"地表潮湿";"";"";"";
"23.05.2023 11:00";"18.8";"751.0";"761.7";"0.4";"77";"从南方吹来的风";"2";"";"3";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.6";"18.9";"";"";"2500或更高，或无云。";"";"";"15.0";"14.7";"无降水";"12";"地表潮湿";"";"";"";
"23.05.2023 08:00";"16.6";"750.6";"761.3";"-0.4";"92";"从东方吹来的风";"1";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.8";"16.9";"";"";"2500或更高，或无云。";"";"";"8.0";"15.3";"无降水";"12";"地表潮湿";"";"";"";
"23.05.2023 05:00";"15.1";"751.0";"761.8";"-0.2";"97";"从西北偏西方向吹来的风";"1";"";"7";"";"薄雾 ";"";"";"13.5";"16.9";"";"";"2500或更高，或无云。";"";"";"3.3";"14.6";"无降水";"12";"地表潮湿";"";"";"";
"23.05.2023 02:00";"15.8";"751.2";"761.9";"-1.0";"92";"从北方吹来的风";"0";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"16.9";"";"";"2500或更高，或无云。";"";"";"9.0";"14.5";"0.2";"12";"地表潮湿";"";"";"";
"22.05.2023 23:00";"16.1";"752.2";"763.0";"0.9";"92";"从西方吹来的风";"1";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"13.2";"16.9";"";"";"2500或更高，或无云。";"";"";"13.0";"14.8";"0.2";"12";"地表潮湿";"";"";"";
"22.05.2023 20:00";"16.7";"751.3";"762.1";"0.3";"79";"从西北偏北方向吹来的风";"3";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"20.3";"";"";"2500或更高，或无云。";"";"";"20.0";"13.0";"0.2";"12";"地表潮湿";"";"";"";
"22.05.2023 17:00";"16.0";"751.0";"761.8";"-0.7";"87";"从西北偏北方向吹来的风";"3";"";"14";"";"间歇性毛毛雨，不冻，在观测时是微弱的 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"";"";"";"2500或更高，或无云。";"";"";"12.0";"13.8";"0.2";"12";"地表潮湿";"";"";"";
"22.05.2023 14:00";"15.6";"751.7";"762.5";"0.2";"79";"从北方吹来的风";"4";"";"16";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"";"";"";"2500或更高，或无云。";"";"";"21.0";"12.0";"无降水";"12";"地表潮湿";"";"";"";
"22.05.2023 11:00";"14.5";"751.5";"762.3";"0.5";"81";"从西北偏北方向吹来的风";"6";"";"20";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"";"";"";"2500或更高，或无云。";"";"";"30.0";"11.3";"0.3";"12";"地表潮湿";"";"";"";
"22.05.2023 08:00";"14.2";"751.0";"761.7";"1.5";"83";"从北方吹来的风";"5";"";"20";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.2";"29.4";"";"";"2500或更高，或无云。";"";"";"30.0";"11.4";"3.0";"12";"地表潮湿";"";"";"";
"22.05.2023 05:00";"13.7";"749.5";"760.0";"0.5";"88";"从北方吹来的风";"6";"";"20";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"13.2";"29.4";"";"";"2500或更高，或无云。";"";"";"23.0";"11.8";"4.0";"12";"地表潮湿";"";"";"";
"22.05.2023 02:00";"13.4";"749.0";"759.5";"0.9";"89";"从北方吹来的风";"9";"";"20";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.4";"29.4";"";"";"2500或更高，或无云。";"";"";"17.0";"11.6";"19.0";"12";"地表潮湿";"";"";"";
"21.05.2023 23:00";"16.0";"748.1";"758.5";"1.9";"95";"从西北偏北方向吹来的风";"10";"";"19";"";"小雨（不冻） ";"";"";"16.0";"29.4";"";"";"2500或更高，或无云。";"";"";"7.0";"15.2";"18.0";"12";"地表潮湿";"";"";"";
"21.05.2023 20:00";"20.4";"746.2";"756.7";"3.9";"94";"从西北偏北方向吹来的风";"7";"";"";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"20.4";"29.4";"";"";"2500或更高，或无云。";"";"";"6.0";"19.4";"15.0";"12";"地表潮湿";"";"";"";
"21.05.2023 17:00";"25.5";"742.3";"752.7";"-0.6";"94";"从北方吹来的风";"2";"";"10";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.0";"29.4";"";"";"2500或更高，或无云。";"";"";"10.0";"24.5";"15.0";"12";"地表潮湿";"";"";"";
"21.05.2023 14:00";"28.7";"742.9";"753.1";"-0.8";"77";"从东北偏东方向吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.0";"29.4";"";"";"2500或更高，或无云。";"";"";"17.0";"24.3";"无降水";"12";"地表潮湿";"";"";"";
"21.05.2023 11:00";"29.0";"743.7";"754.0";"-0.7";"74";"从东南偏南方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.0";"29.2";"";"";"2500或更高，或无云。";"";"";"14.0";"23.9";"无降水";"12";"地表潮湿";"";"";"";
"21.05.2023 08:00";"23.6";"744.4";"754.7";"0.9";"94";"从东南方吹来的风";"2";"";"5";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.0";"27.5";"";"";"2500或更高，或无云。";"";"";"6.0";"22.6";"0.8";"12";"地表潮湿";"";"";"";
"21.05.2023 05:00";"22.2";"743.5";"753.9";"-0.9";"97";"从东南偏东方向吹来的风";"2";"";"5";"";"薄雾 ";"";"";"22.2";"27.5";"";"";"2500或更高，或无云。";"";"";"0.9";"21.7";"0.9";"12";"地表潮湿";"";"";"";
"21.05.2023 02:00";"22.8";"744.4";"754.8";"-0.7";"95";"从东方吹来的风";"2";"";"";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.8";"27.5";"";"";"2500或更高，或无云。";"";"";"6.0";"22.0";"0.9";"12";"地表潮湿";"";"";"";
"20.05.2023 23:00";"23.6";"745.1";"755.5";"0.7";"93";"从东南偏东方向吹来的风";"4";"";"";"";"小雨（不冻） ";"";"";"23.2";"27.5";"";"";"2500或更高，或无云。";"";"";"8.0";"22.4";"0.9";"12";"地表潮湿";"";"";"";
"20.05.2023 20:00";"24.4";"744.4";"754.7";"0.6";"93";"从东南偏东方向吹来的风";"2";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.2";"27.5";"";"";"2500或更高，或无云。";"";"";"9.0";"23.2";"0.1";"12";"地表潮湿";"";"";"";
"20.05.2023 17:00";"25.9";"743.8";"754.2";"-0.9";"85";"从西方吹来的风";"1";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.2";"31.0";"";"";"2500或更高，或无云。";"";"";"13.0";"23.2";"无降水";"12";"地表潮湿";"";"";"";
"20.05.2023 14:00";"25.7";"744.7";"755.0";"-1.1";"80";"从东南偏东方向吹来的风";"2";"";"";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.2";"";"";"";"2500或更高，或无云。";"";"";"20.0";"22.0";"无降水";"12";"地表潮湿";"";"";"";
"20.05.2023 11:00";"25.5";"745.8";"756.1";"0.5";"73";"从东南方吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.2";"";"";"";"2500或更高，或无云。";"";"";"20.0";"20.3";"0.4";"12";"地表潮湿";"";"";"";
"20.05.2023 08:00";"23.4";"745.3";"755.5";"0.8";"77";"从东南偏东方向吹来的风";"3";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"23.2";"32.4";"";"";"2500或更高，或无云。";"";"";"12.0";"19.1";"0.4";"12";"地表潮湿";"";"";"";
"20.05.2023 05:00";"23.6";"744.5";"754.8";"-0.8";"95";"从东南偏东方向吹来的风";"1";"";"4";"";"小雨（不冻） ";"";"";"22.5";"32.4";"";"";"2500或更高，或无云。";"";"";"3.2";"22.8";"0.4";"12";"地表潮湿";"";"";"";
"20.05.2023 02:00";"23.9";"745.3";"755.5";"-0.2";"91";"从西南偏南方向吹来的风";"1";"";"5";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.5";"32.4";"";"";"2500或更高，或无云。";"";"";"0.9";"22.3";"0.4";"12";"地表潮湿";"";"";"";
"19.05.2023 23:00";"25.9";"745.5";"755.8";"0.5";"83";"从东方吹来的风";"1";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"22.5";"32.4";"";"";"2500或更高，或无云。";"";"";"11.0";"22.8";"无降水";"12";"地表潮湿";"";"";"";
"19.05.2023 20:00";"27.6";"745.0";"755.3";"0.7";"70";"从西北偏西方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.5";"32.4";"";"";"2500或更高，或无云。";"";"";"15.0";"21.6";"无降水";"12";"地表潮湿";"";"";"";
"19.05.2023 17:00";"31.0";"744.3";"754.6";"-1.3";"53";"从东南偏南方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.5";"32.4";"";"";"2500或更高，或无云。";"";"";"24.0";"20.3";"无降水";"12";"地表潮湿";"";"";"";
"19.05.2023 14:00";"31.4";"745.6";"755.9";"-1.8";"53";"从东南偏南方向吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.5";"31.5";"";"";"2500或更高，或无云。";"";"";"25.0";"20.7";"无降水";"12";"地表潮湿";"";"";"";
"19.05.2023 11:00";"28.4";"747.4";"757.6";"0.5";"62";"从东南偏南方向吹来的风";"2";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.5";"30.3";"";"";"2500或更高，或无云。";"";"";"19.0";"20.4";"无降水";"12";"地表潮湿";"";"";"";
"19.05.2023 08:00";"25.0";"746.9";"757.3";"1.3";"80";"从东南方吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.3";"30.3";"";"";"2500或更高，或无云。";"";"";"13.0";"21.3";"无降水";"12";"地表潮湿";"";"";"";
"19.05.2023 05:00";"22.9";"745.6";"755.9";"-0.3";"89";"从西北偏西方向吹来的风";"0";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"19.3";"30.3";"";"";"2500或更高，或无云。";"";"";"13.0";"21.0";"无降水";"12";"地表潮湿";"";"";"";
"19.05.2023 02:00";"23.1";"745.9";"756.2";"-0.9";"87";"从西北偏西方向吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.2";"30.3";"";"";"2500或更高，或无云。";"";"";"19.0";"20.8";"无降水";"12";"地表潮湿";"";"";"";
"18.05.2023 23:00";"25.4";"746.8";"757.1";"0.7";"74";"从西北偏西方向吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"19.2";"30.3";"";"";"2500或更高，或无云。";"";"";"23.0";"20.4";"无降水";"12";"地表潮湿";"";"";"";
"18.05.2023 20:00";"26.5";"746.1";"756.4";"0.8";"69";"从西北偏北方向吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.2";"30.3";"";"";"2500或更高，或无云。";"";"";"25.0";"20.4";"无降水";"12";"地表潮湿";"";"";"";
"18.05.2023 17:00";"29.9";"745.3";"755.6";"-1.2";"55";"从北方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.2";"30.3";"";"";"2500或更高，或无云。";"";"";"30.0";"19.9";"无降水";"12";"地表潮湿";"";"";"";
"18.05.2023 14:00";"29.1";"746.5";"756.8";"-1.0";"59";"从西北偏北方向吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.2";"29.7";"";"";"2500或更高，或无云。";"";"";"28.0";"20.3";"无降水";"12";"地表潮湿";"";"";"";
"18.05.2023 11:00";"28.1";"747.5";"757.9";"0.4";"60";"从东北偏北方向吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.2";"29.0";"";"";"2500或更高，或无云。";"";"";"24.0";"19.6";"无降水";"12";"地表潮湿";"";"";"";
"18.05.2023 08:00";"22.3";"747.1";"757.5";"1.6";"89";"从西北偏西方向吹来的风";"2";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.2";"29.0";"";"";"2500或更高，或无云。";"";"";"8.0";"20.4";"无降水";"12";"地表潮湿";"";"";"";
"18.05.2023 05:00";"19.4";"745.5";"755.8";"0.4";"97";"从西南偏西方向吹来的风";"2";"";"6";"";"薄雾 ";"";"";"19.2";"29.0";"";"";"2500或更高，或无云。";"";"";"5.0";"18.9";"无降水";"12";"地表潮湿";"";"";"";
"18.05.2023 02:00";"19.9";"745.1";"755.5";"-0.3";"96";"从西方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.5";"29.0";"";"";"2500或更高，或无云。";"";"";"13.0";"19.2";"无降水";"12";"地表潮湿";"";"";"";
"17.05.2023 23:00";"21.6";"745.4";"755.8";"1.4";"92";"从西方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"19.5";"29.0";"";"";"2500或更高，或无云。";"";"";"30.0";"20.2";"无降水";"12";"地表潮湿";"";"";"";
"17.05.2023 20:00";"25.4";"744.0";"754.4";"1.4";"69";"从北方吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.5";"29.0";"";"";"2500或更高，或无云。";"";"";"30.0";"19.3";"无降水";"12";"地表潮湿";"";"";"";
"17.05.2023 17:00";"28.4";"742.6";"753.0";"-0.8";"58";"从西北偏北方向吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.5";"29.0";"";"";"2500或更高，或无云。";"";"";"30.0";"19.3";"无降水";"12";"地表潮湿";"";"";"";
